,subject,ROI,dataset,avg_difference,embed_method,model_LogLikelihood,AIC
0,20,pmc_nn,forrest,0.013197252502087456,PHATE_TIME,4173.760612278382,16736.478775443236
1,20,pmc_nn,forrest,0.10369157581313747,PHATE_TIME,4745.064233300462,16955.871533399077
2,20,pmc_nn,forrest,0.007079827652482283,PHATE_TIME,6182.856353929433,10528.287292141136
3,20,pmc_nn,forrest,0.01666932671475111,PHATE_TIME,6547.516966553849,11988.966066892302
4,20,pmc_nn,forrest,0.015202396688354278,PHATE_TIME,7338.656219146229,11768.687561707542
5,20,pmc_nn,forrest,0.060147822965251264,PHATE_TIME,5361.9112116012,13472.1775767976
6,20,pmc_nn,forrest,0.018357488692311318,PHATE_TIME,6605.027409452876,9683.945181094248
7,20,pmc_nn,forrest,0.029716518296272136,PHATE_TIME,6361.852627620464,11034.294744759072
8,20,pmc_nn,forrest,0.05688407943171767,PHATE_TIME,6160.784233186421,11874.431533627157
9,20,pmc_nn,forrest,0.01825118994345739,PHATE_TIME,6997.2942348028055,11539.411530394389
10,20,pmc_nn,forrest,0.012843273402147031,PHATE_TIME,7318.414925327226,10001.170149345548
11,20,pmc_nn,forrest,0.05763550945760569,PHATE_TIME,6785.930026689196,12874.139946621608
12,20,pmc_nn,forrest,0.019946034350656745,PHATE_TIME,6301.454804109317,13843.090391781367
13,20,pmc_nn,forrest,0.044064807328333,PHATE_TIME,5359.055219139382,10495.889561721237
0,16,pmc_nn,sherlock,0.3308017305468333,SMOOTH_PHATE,-2073.5623780401306,5495.124756080261
1,16,pmc_nn,sherlock,0.555830220389533,SMOOTH_PHATE,-2084.195317542234,5222.390635084468
2,16,pmc_nn,sherlock,0.4752221476197449,SMOOTH_PHATE,-1757.3083595266198,4478.61671905324
3,16,pmc_nn,sherlock,0.20730494231580013,SMOOTH_PHATE,694.0268458797577,-142.0536917595155
4,16,pmc_nn,sherlock,0.4835840868885139,SMOOTH_PHATE,-1805.935024382785,4759.87004876557
5,16,pmc_nn,sherlock,0.713249545967681,SMOOTH_PHATE,-1643.0842498922073,4740.168499784415
6,16,pmc_nn,sherlock,0.2489128571895452,SMOOTH_PHATE,62.73577506246272,1022.5284498750747
7,16,pmc_nn,sherlock,0.4737256555514591,SMOOTH_PHATE,-853.9358604527167,3055.8717209054325
8,16,pmc_nn,sherlock,0.7371909197841623,SMOOTH_PHATE,-1776.5114566484867,4701.0229132969735
9,16,pmc_nn,sherlock,0.3797921996888797,SMOOTH_PHATE,-2450.1598381826125,6354.319676365225
10,16,pmc_nn,sherlock,0.6280968170096564,SMOOTH_PHATE,-1837.2973992016848,4822.59479840337
11,16,pmc_nn,sherlock,0.27802068495908594,SMOOTH_PHATE,41.534286922235296,1162.9314261555294
12,16,pmc_nn,sherlock,0.14792193035099294,SMOOTH_PHATE,-2740.7968241741487,6727.593648348298
13,16,pmc_nn,sherlock,0.5579291789453612,SMOOTH_PHATE,-2092.851328398759,5431.702656797518
14,16,pmc_nn,sherlock,0.5280437857256071,SMOOTH_PHATE,-1122.663127531712,3393.326255063424
15,16,pmc_nn,sherlock,0.5600207244731776,SMOOTH_PHATE,-898.5083224067943,2945.0166448135883
0,20,pmc_nn,forrest,0.045893774977374346,PCA,-5459.219559402136,36002.439118804265
1,20,pmc_nn,forrest,0.054329313778533776,PCA,-5439.860598887268,37325.72119777453
2,20,pmc_nn,forrest,0.01903029350461603,PCA,-5494.578980939991,33883.15796187998
3,20,pmc_nn,forrest,0.022085480960712917,PCA,-5463.59755192295,36011.1951038459
4,20,pmc_nn,forrest,0.04296205719513695,PCA,-5454.149560609978,37354.29912121996
5,20,pmc_nn,forrest,0.04680908451921011,PCA,-5429.675790319157,35055.351580638315
6,20,pmc_nn,forrest,0.050597736598634674,PCA,-5438.744197235144,33771.48839447029
7,20,pmc_nn,forrest,0.06505333152446804,PCA,-5398.688359723822,34555.376719447646
8,20,pmc_nn,forrest,0.04181150685490738,PCA,-5433.564302133728,35063.128604267455
9,20,pmc_nn,forrest,0.043252165314252786,PCA,-5448.308447166134,36430.61689433227
10,20,pmc_nn,forrest,0.03927012429124105,PCA,-5449.449689000561,35536.899378001115
11,20,pmc_nn,forrest,0.03851645630367246,PCA,-5461.132104190486,37368.26420838097
12,20,pmc_nn,forrest,0.037127645604195285,PCA,-5477.448004500938,37400.89600900187
13,20,pmc_nn,forrest,0.03708673499487102,PCA,-5441.224017206118,32096.448034412235
0,20,aud_early,forrest,0.03041650935335935,PHATE,-5479.03840022608,21036.07680045216
1,20,aud_early,forrest,0.0243678067563916,PHATE,-4536.0265558095425,19436.053111619083
2,20,aud_early,forrest,0.008443239188695498,PHATE,-3906.7199346196808,19667.43986923936
3,20,aud_early,forrest,0.020082287085569025,PHATE,-3554.021636592219,18656.04327318444
4,20,aud_early,forrest,0.0580145616734352,PHATE,-5326.896176087532,21601.792352175064
5,20,aud_early,forrest,0.03971302995550975,PHATE,-5388.8969906214315,21431.79398124286
6,20,aud_early,forrest,0.013288785454553965,PHATE,-5373.545193101754,22601.090386203512
7,20,aud_early,forrest,0.03396805230056497,PHATE,-5396.6296519980215,22647.259303996045
8,20,aud_early,forrest,0.01017919598893654,PHATE,-5174.913120582782,20427.826241165563
9,20,aud_early,forrest,0.03526180584764097,PHATE,-5429.491317900169,21512.982635800337
10,20,aud_early,forrest,0.0302989401064624,PHATE,-5429.078364970564,21806.15672994112
11,20,aud_early,forrest,0.05111407199613022,PHATE,-3107.3435016399126,18378.687003279825
12,20,aud_early,forrest,0.02594115606974353,PHATE,-5436.709001675603,22119.418003351206
13,20,aud_early,forrest,0.02911284130022356,PHATE,-5425.772003838165,21799.54400767633
0,20,aud_early,forrest,0.0380847953917965,PCA,-5429.54864448164,20937.097288963283
1,20,aud_early,forrest,0.03184638883735562,PCA,-5406.1706340383835,21176.341268076765
2,20,aud_early,forrest,0.03962911843224702,PCA,-5439.7900843597245,22733.580168719447
3,20,aud_early,forrest,0.03344469028086111,PCA,-5424.958500771504,22397.917001543006
4,20,aud_early,forrest,0.05198846250136311,PCA,-5391.298532650821,21730.59706530164
5,20,aud_early,forrest,0.0354124904968664,PCA,-5427.452020165968,21508.904040331938
6,20,aud_early,forrest,0.048323538420687186,PCA,-5399.434018166564,22652.86803633313
7,20,aud_early,forrest,0.03663463343582317,PCA,-5429.917280722593,22713.834561445186
8,20,aud_early,forrest,0.03367705787200045,PCA,-5423.543496268552,20925.086992537104
9,20,aud_early,forrest,0.0399280595638938,PCA,-5439.372646981085,21532.745293962173
10,20,aud_early,forrest,0.04085005678198477,PCA,-5426.735429860577,21801.470859721154
11,20,aud_early,forrest,0.03715280969336013,PCA,-5407.854722529272,22979.709445058546
12,20,aud_early,forrest,0.033673792149975575,PCA,-5423.936191922355,22093.872383844708
13,20,aud_early,forrest,0.03705298889591252,PCA,-5420.811655526431,21789.623311052863
0,16,aud_early,sherlock,0.2040454550051833,PCA,-2707.337781349177,6132.675562698353
1,16,aud_early,sherlock,0.09805442965041823,PCA,-2821.762215080385,6361.52443016077
2,16,aud_early,sherlock,0.11986322886702515,PCA,-2818.657385799828,6355.314771599656
3,16,aud_early,sherlock,0.09079366178926156,PCA,-2832.1996967989116,6382.399393597823
4,16,aud_early,sherlock,0.10133191541226726,PCA,-2792.389869212564,6302.779738425127
5,16,aud_early,sherlock,0.07906116914607184,PCA,-2853.0255386985054,6424.051077397011
6,16,aud_early,sherlock,0.19073043934581416,PCA,-2726.94424292078,6171.88848584156
7,16,aud_early,sherlock,0.05698799478792864,PCA,-2873.4044723864736,6390.808944772947
8,16,aud_early,sherlock,0.1169336252256674,PCA,-2830.069689975747,6456.139379951494
9,16,aud_early,sherlock,0.06485601484965635,PCA,-2864.1718499262734,6606.343699852548
10,16,aud_early,sherlock,0.12248548489280875,PCA,-2799.033996273703,6394.067992547406
11,16,aud_early,sherlock,0.11420357409641348,PCA,-2836.385270869954,6316.770541739908
12,16,aud_early,sherlock,0.08435731453222735,PCA,-2870.834225829499,6385.668451658998
13,16,aud_early,sherlock,0.08234829272581026,PCA,-2827.3723289519744,6372.744657903949
14,16,aud_early,sherlock,0.10913461619030254,PCA,-2853.60690157904,6425.21380315808
15,16,aud_early,sherlock,0.057753137165699714,PCA,-2891.9824401783976,6427.964880356795
0,16,pmc_nn,sherlock,0.10978095620757317,PCA,-2815.474747991495,6978.94949598299
1,16,pmc_nn,sherlock,0.11778577667170755,PCA,-2847.565283314165,6749.1305666283315
2,16,pmc_nn,sherlock,0.07658880278632152,PCA,-2843.5966919055218,6651.1933838110435
3,16,pmc_nn,sherlock,0.10944664652919717,PCA,-2862.056022997677,6970.112045995354
4,16,pmc_nn,sherlock,0.05042635069247993,PCA,-2886.9731332724473,6921.946266544895
5,16,pmc_nn,sherlock,0.13276061157242505,PCA,-2817.4565897022167,7088.913179404433
6,16,pmc_nn,sherlock,0.10858948208654448,PCA,-2842.723244806419,6833.446489612838
7,16,pmc_nn,sherlock,0.08353401351896708,PCA,-2844.388695437951,7036.777390875902
8,16,pmc_nn,sherlock,0.10107768601984006,PCA,-2870.1978606351577,6888.395721270315
9,16,pmc_nn,sherlock,0.1176077831492107,PCA,-2878.433279713851,7210.866559427702
10,16,pmc_nn,sherlock,0.07599194649313756,PCA,-2898.6667400912715,6945.333480182543
11,16,pmc_nn,sherlock,0.09075834229793696,PCA,-2869.9495055486113,6985.899011097223
12,16,pmc_nn,sherlock,0.09286859531470774,PCA,-2866.5793892893844,6979.158778578769
13,16,pmc_nn,sherlock,0.09362758601806638,PCA,-2861.325104692153,6968.650209384306
14,16,pmc_nn,sherlock,0.11447635933033284,PCA,-2851.4796911952144,6850.959382390429
15,16,pmc_nn,sherlock,0.05889369290557661,PCA,-2911.1886200231233,6970.377240046247
0,20,pmc_nn,forrest,0.12163292066587875,TPHATE,-4004.579317681927,33093.158635363856
1,20,pmc_nn,forrest,0.17914302429588033,TPHATE,-4428.683335725852,35303.3666714517
2,20,pmc_nn,forrest,0.013478667795148058,TPHATE,-3697.9905580450627,30289.981116090126
3,20,pmc_nn,forrest,0.013910226677224222,TPHATE,-2436.009036957486,29956.01807391497
4,20,pmc_nn,forrest,0.18765263704026533,TPHATE,-4530.586775491432,35507.17355098286
5,20,pmc_nn,forrest,0.14712803336011612,TPHATE,-4994.799685819167,34185.59937163834
6,20,pmc_nn,forrest,0.07876830812244386,TPHATE,-4444.5249487632145,31783.04989752643
7,20,pmc_nn,forrest,0.1613743687455202,TPHATE,-4584.775378230588,32927.550756461176
8,20,pmc_nn,forrest,0.11717376575327328,TPHATE,-3468.113213159071,31132.226426318146
9,20,pmc_nn,forrest,0.23269818369163806,TPHATE,-4793.96685448117,35121.933708962344
10,20,pmc_nn,forrest,0.21837363002682808,TPHATE,-4879.027930653394,34396.055861306784
11,20,pmc_nn,forrest,0.12013215600791878,TPHATE,-3119.068380908825,32684.136761817652
12,20,pmc_nn,forrest,0.17612644591649154,TPHATE,-4982.916813003833,36411.83362600767
13,20,pmc_nn,forrest,0.14798527879693127,TPHATE,-4939.255084613095,31092.510169226185
0,20,high_Visual,forrest,0.1041778588086555,SMOOTH_PHATE,-5145.343326838089,20086.686653676177
1,20,high_Visual,forrest,0.13102534004835986,SMOOTH_PHATE,-3766.0672453712373,16776.134490742472
2,20,high_Visual,forrest,0.07786703190205592,SMOOTH_PHATE,-3017.90164971611,17281.80329943222
3,20,high_Visual,forrest,0.07871358433904459,SMOOTH_PHATE,-136.9033466842544,11519.806693368508
4,20,high_Visual,forrest,0.09978238848583412,SMOOTH_PHATE,-5105.736196949528,19455.472393899054
5,20,high_Visual,forrest,0.0991539060613574,SMOOTH_PHATE,-5171.602042378623,20421.20408475725
6,20,high_Visual,forrest,0.0878738869437865,SMOOTH_PHATE,-2240.0198349341526,13998.039669868303
7,20,high_Visual,forrest,0.15313099674301595,SMOOTH_PHATE,-3767.760106431485,17899.520212862968
8,20,high_Visual,forrest,0.0767025839929003,SMOOTH_PHATE,-1993.5344099727029,14641.068819945403
9,20,high_Visual,forrest,0.12984887326241584,SMOOTH_PHATE,-5053.20354126906,19902.407082538117
10,20,high_Visual,forrest,0.13842706397682694,SMOOTH_PHATE,-5093.121622054933,19160.243244109864
11,20,high_Visual,forrest,0.1234764100305412,SMOOTH_PHATE,-2341.4187500077483,15046.837500015496
12,20,high_Visual,forrest,0.06463257734004463,SMOOTH_PHATE,-5249.398538326439,20016.79707665288
13,20,high_Visual,forrest,0.11847173991730744,SMOOTH_PHATE,-5147.306145732016,20658.612291464036
0,16,aud_early,sherlock,0.10352825791170918,UMAP,-2233.0365606903383,5184.073121380677
1,16,aud_early,sherlock,0.04168465893485924,UMAP,-2037.672059516169,4793.344119032337
2,16,aud_early,sherlock,0.042813452237538886,UMAP,-1916.574154907617,4551.148309815233
3,16,aud_early,sherlock,0.18344971731834292,UMAP,-2746.4297794364,6210.859558872799
4,16,aud_early,sherlock,0.0715304005609682,UMAP,-1905.4682657639416,4528.936531527884
5,16,aud_early,sherlock,0.008570673653856685,UMAP,-2042.6254599540914,4803.250919908183
6,16,aud_early,sherlock,0.034989009754446236,UMAP,-1717.6284493482294,4153.256898696458
7,16,aud_early,sherlock,0.1119980642239659,UMAP,-2324.5242178162657,5293.048435632531
8,16,aud_early,sherlock,0.04259196039462195,UMAP,-2117.202188064022,5030.404376128044
9,16,aud_early,sherlock,0.041205013778039014,UMAP,-2405.500025256751,5689.000050513502
10,16,aud_early,sherlock,0.06638746593931177,UMAP,-2215.026737943346,5226.053475886692
11,16,aud_early,sherlock,0.02421163029895458,UMAP,-2252.062115982744,5148.124231965488
12,16,aud_early,sherlock,0.11649010483763685,UMAP,-2394.6234856047026,5433.246971209405
13,16,aud_early,sherlock,0.01872925478004394,UMAP,-1786.0746814738416,4290.149362947683
14,16,aud_early,sherlock,0.10687522042970768,UMAP,-2365.1391243880867,5448.278248776173
15,16,aud_early,sherlock,0.006529634299569383,UMAP,-2256.073345392981,5156.146690785961
0,20,early_visual,forrest,0.05209086575067643,PHATE,-5382.368078064416,31978.736156128838
1,20,early_visual,forrest,0.06586568422395606,PHATE,-5316.45794858224,31030.915897164483
2,20,early_visual,forrest,0.04126357155591594,PHATE,-5407.452703220387,30018.905406440776
3,20,early_visual,forrest,0.036673419901099666,PHATE,-5435.008003287525,35066.016006575046
4,20,early_visual,forrest,0.07549365633182165,PHATE,-5336.211932230252,33140.423864460514
5,20,early_visual,forrest,0.022942164740874384,PHATE,-5395.196101634119,29218.39220326824
6,20,early_visual,forrest,0.032026205005059934,PHATE,-5443.484858653994,33780.96971730799
7,20,early_visual,forrest,0.04627099727076033,PHATE,-5399.0384308560715,31196.076861712143
8,20,early_visual,forrest,0.07919657476689779,PHATE,-5374.720595079975,31147.441190159952
9,20,early_visual,forrest,0.052951118576796914,PHATE,-5356.825094534846,31517.650189069693
10,20,early_visual,forrest,0.03866836820736417,PHATE,-5408.974147012347,31621.948294024696
11,20,early_visual,forrest,0.0346105533241419,PHATE,-5430.162804147827,31664.325608295654
12,20,early_visual,forrest,0.04887026247766132,PHATE,-5422.653384398915,31243.306768797822
13,20,early_visual,forrest,0.044643550812222696,PHATE,-5394.158255982818,32416.31651196564
0,16,early_visual,sherlock,0.15101431844345858,ISOMAP,-2784.6109200654078,10173.221840130815
1,16,early_visual,sherlock,0.17420453349088874,ISOMAP,-2705.37896532104,9638.75793064208
2,16,early_visual,sherlock,0.16332618071455826,ISOMAP,-2776.1688387443305,10156.33767748866
3,16,early_visual,sherlock,0.15869803571288926,ISOMAP,-2765.443088843241,9758.886177686485
4,16,early_visual,sherlock,0.17342298034749107,ISOMAP,-2776.092676233321,9598.18535246664
5,16,early_visual,sherlock,0.2325370712966228,ISOMAP,-2685.091788343956,10366.183576687912
6,16,early_visual,sherlock,0.2332343624097543,ISOMAP,-2696.8374806849233,9807.674961369847
7,16,early_visual,sherlock,0.2134251636536544,ISOMAP,-2723.8250147418303,10051.65002948366
8,16,early_visual,sherlock,0.14577878559626622,ISOMAP,-2808.1598397164826,10414.319679432963
9,16,early_visual,sherlock,0.18438333650277053,ISOMAP,-2750.0513864744075,9728.102772948816
10,16,early_visual,sherlock,0.17405795617271388,ISOMAP,-2782.493859541261,10168.98771908252
11,16,early_visual,sherlock,0.13711650031340675,ISOMAP,-2794.402651699668,10002.805303399336
12,16,early_visual,sherlock,0.17800291791217676,ISOMAP,-2757.476745488753,9382.953490977508
13,16,early_visual,sherlock,0.13375138320218455,ISOMAP,-2770.7755248909198,10739.551049781841
14,16,early_visual,sherlock,0.20200588113656173,ISOMAP,-2670.6335735601583,9569.26714712032
15,16,early_visual,sherlock,0.1486177911734279,ISOMAP,-2771.727695779271,9411.455391558542
0,16,aud_early,sherlock,0.1184963635835412,ISOMAP,-2743.0200890574697,6204.04017811494
1,16,aud_early,sherlock,0.14603098540144746,ISOMAP,-2773.204441864739,6264.408883729478
2,16,aud_early,sherlock,0.13652017357395327,ISOMAP,-2787.379951470049,6292.759902940096
3,16,aud_early,sherlock,0.14584723340776876,ISOMAP,-2820.50474295122,6359.00948590244
4,16,aud_early,sherlock,0.12420211376092465,ISOMAP,-2747.7748795412226,6213.549759082445
5,16,aud_early,sherlock,0.08764437142220367,ISOMAP,-2844.4910255444984,6406.982051088997
6,16,aud_early,sherlock,0.16660412474338054,ISOMAP,-2713.3305106498638,6144.6610212997275
7,16,aud_early,sherlock,0.10833592148705566,ISOMAP,-2842.3646772409334,6328.729354481867
8,16,aud_early,sherlock,0.07850655493621546,ISOMAP,-2823.059453737225,6442.118907474451
9,16,aud_early,sherlock,0.14346010247727484,ISOMAP,-2796.594382554537,6471.188765109074
10,16,aud_early,sherlock,0.1192000167138684,ISOMAP,-2814.270058742417,6424.540117484835
11,16,aud_early,sherlock,0.08255923812484718,ISOMAP,-2829.010385554066,6302.020771108132
12,16,aud_early,sherlock,0.0602596189819396,ISOMAP,-2857.468475372646,6358.936950745292
13,16,aud_early,sherlock,0.12649792899660886,ISOMAP,-2755.9781958661265,6229.956391732253
14,16,aud_early,sherlock,0.13202230773311271,ISOMAP,-2796.872266850623,6311.744533701246
15,16,aud_early,sherlock,0.09258716125556928,ISOMAP,-2852.5331531424376,6349.066306284875
0,16,high_Visual,sherlock,0.023801571272687283,LLE,-2849.590454431636,6495.180908863272
1,16,high_Visual,sherlock,0.08732355230792611,LLE,-2870.258497506025,6704.51699501205
2,16,high_Visual,sherlock,0.07831934437987997,LLE,-2776.0178390071633,6516.035678014327
3,16,high_Visual,sherlock,0.10290913437432286,LLE,-3254.3139035155473,7562.627807031095
4,16,high_Visual,sherlock,0.038609157816497666,LLE,-2776.1888269016804,6516.377653803361
5,16,high_Visual,sherlock,0.09767785716480586,LLE,-2844.661767218887,6485.323534437774
6,16,high_Visual,sherlock,0.11706376956142955,LLE,-2613.352280920511,6280.704561841022
7,16,high_Visual,sherlock,0.06925668018456489,LLE,-2901.431711171505,6680.863422343012
8,16,high_Visual,sherlock,0.03800765364460567,LLE,-2894.28014659834,6752.56029319668
9,16,high_Visual,sherlock,0.14228209750656007,LLE,-2813.261930983317,6680.523861966634
10,16,high_Visual,sherlock,0.09974253928960286,LLE,-2798.185838413882,6650.371676827764
11,16,high_Visual,sherlock,0.06939548854997198,LLE,-2893.140536541368,6750.281073082736
12,16,high_Visual,sherlock,0.05310964838723143,LLE,-3157.130288097583,7110.260576195166
13,16,high_Visual,sherlock,0.11652545508092475,LLE,-2535.274296182477,6124.548592364955
14,16,high_Visual,sherlock,0.054013231131258915,LLE,-3132.8445214955686,7229.689042991137
15,16,high_Visual,sherlock,0.10452049287790677,LLE,-2852.034970526053,6582.069941052106
0,20,aud_early,forrest,0.09215196875354296,SMOOTH_PHATE,-5147.358963515627,20372.71792703125
1,20,aud_early,forrest,0.1013897368268514,SMOOTH_PHATE,-3528.522491357239,17421.044982714477
2,20,aud_early,forrest,0.1014856160973778,SMOOTH_PHATE,-2685.5164729750163,17225.03294595003
3,20,aud_early,forrest,0.03507696953328043,SMOOTH_PHATE,-2400.0037457571852,16348.007491514367
4,20,aud_early,forrest,0.14633167629147525,SMOOTH_PHATE,-4995.767524395808,20939.53504879161
5,20,aud_early,forrest,0.11154444138845256,SMOOTH_PHATE,-5024.218996693689,20702.43799338738
6,20,aud_early,forrest,0.08838402289159399,SMOOTH_PHATE,-3670.097776164425,19194.19555232885
7,20,aud_early,forrest,0.03466898332462888,SMOOTH_PHATE,-3618.837223354591,19091.67444670918
8,20,aud_early,forrest,0.06004964150811735,SMOOTH_PHATE,-2238.807670522096,14555.615341044191
9,20,aud_early,forrest,0.10057418835072092,SMOOTH_PHATE,-5208.061580224016,21070.123160448038
10,20,aud_early,forrest,0.08887831020895291,SMOOTH_PHATE,-5229.385002471349,21406.7700049427
11,20,aud_early,forrest,0.4433906611196887,SMOOTH_PHATE,-1879.2651843170495,15922.5303686341
12,20,aud_early,forrest,0.0771105339334925,SMOOTH_PHATE,-5211.246262036804,21668.49252407361
13,20,aud_early,forrest,0.1062682173579811,SMOOTH_PHATE,-5119.234369817948,21186.468739635897
0,20,aud_early,forrest,0.11420423123036084,TPHATE,-4322.530971176717,18723.061942353434
1,20,aud_early,forrest,0.172458877189699,TPHATE,-3494.423880036141,17352.84776007228
2,20,aud_early,forrest,0.0675584844543868,TPHATE,-1327.6191335117192,14509.238267023438
3,20,aud_early,forrest,0.15445891942576212,TPHATE,-1876.8941057893005,15301.788211578601
4,20,aud_early,forrest,0.1440193622929996,TPHATE,-4895.113211039268,20738.226422078536
5,20,aud_early,forrest,0.09892887421883273,TPHATE,-5086.258012418058,20826.516024836117
6,20,aud_early,forrest,0.1813536404498388,TPHATE,-3115.22910889047,18084.45821778094
7,20,aud_early,forrest,0.07947024029987032,TPHATE,-2731.901194957533,17317.802389915065
8,20,aud_early,forrest,0.008969829543964367,TPHATE,-2124.2449732224604,14326.489946444919
9,20,aud_early,forrest,0.15382229822014953,TPHATE,-5085.51318488154,20825.02636976308
10,20,aud_early,forrest,0.0955166306297388,TPHATE,-4940.720884330106,20829.44176866021
11,20,aud_early,forrest,0.11258118178950167,TPHATE,-2245.5313735014724,16655.062747002943
12,20,aud_early,forrest,0.11394625392737892,TPHATE,-4163.524779714705,19573.049559429408
13,20,aud_early,forrest,0.15356024174423374,TPHATE,-4765.203430457694,20478.406860915387
0,16,high_Visual,sherlock,0.07520764121857608,ISOMAP,-2873.022508299577,6542.045016599154
1,16,high_Visual,sherlock,0.07463632854340234,ISOMAP,-2870.4608722936027,6704.9217445872055
2,16,high_Visual,sherlock,0.07656403609726574,ISOMAP,-2852.241952950293,6668.483905900586
3,16,high_Visual,sherlock,0.17241105123340572,ISOMAP,-2715.6415421235088,6485.2830842470175
4,16,high_Visual,sherlock,0.06150689184745335,ISOMAP,-2874.649877197929,6713.299754395859
5,16,high_Visual,sherlock,0.08672469787608336,ISOMAP,-2873.4856032704884,6542.971206540977
6,16,high_Visual,sherlock,0.20597850915606225,ISOMAP,-2657.214166788904,6368.428333577806
7,16,high_Visual,sherlock,0.06464903640259574,ISOMAP,-2897.994119985028,6673.988239970056
8,16,high_Visual,sherlock,0.06889343256713422,ISOMAP,-2895.9631079203064,6755.926215840613
9,16,high_Visual,sherlock,0.10390509858548704,ISOMAP,-2845.9228378416856,6745.845675683371
10,16,high_Visual,sherlock,0.12522244866851534,ISOMAP,-2834.550762172983,6723.101524345966
11,16,high_Visual,sherlock,0.07441348520796162,ISOMAP,-2884.871573503143,6733.743147006286
12,16,high_Visual,sherlock,0.0790992191128493,ISOMAP,-2877.775063974127,6551.550127948254
13,16,high_Visual,sherlock,0.1753439209125002,ISOMAP,-2737.298123906168,6528.5962478123365
14,16,high_Visual,sherlock,0.08417661951883597,ISOMAP,-2805.6154652238342,6575.2309304476685
15,16,high_Visual,sherlock,0.1029472505076449,ISOMAP,-2861.252272375033,6600.504544750067
0,20,pmc_nn,forrest,0.04272821898857709,SMOOTH_PHATE,-5382.067039099966,35848.13407819993
1,20,pmc_nn,forrest,0.0429624932854993,SMOOTH_PHATE,-5432.729627134774,37311.459254269554
2,20,pmc_nn,forrest,0.010534943978316237,SMOOTH_PHATE,-5493.0787091007705,33880.15741820155
3,20,pmc_nn,forrest,0.06386711375918132,SMOOTH_PHATE,-5255.980152109789,35595.96030421958
4,20,pmc_nn,forrest,0.08854000901009604,SMOOTH_PHATE,-5254.4140222857395,36954.82804457148
5,20,pmc_nn,forrest,0.0835085887236746,SMOOTH_PHATE,-5221.551564630056,34639.10312926011
6,20,pmc_nn,forrest,0.04587314713946136,SMOOTH_PHATE,-5349.141258574443,33592.28251714889
7,20,pmc_nn,forrest,0.08876489777270348,SMOOTH_PHATE,-5265.564849667529,34289.129699335055
8,20,pmc_nn,forrest,0.06846177087119701,SMOOTH_PHATE,-5265.425596829173,34726.851193658345
9,20,pmc_nn,forrest,0.1869258185814268,SMOOTH_PHATE,-5021.895525220029,35577.791050440064
10,20,pmc_nn,forrest,0.21852003115685764,SMOOTH_PHATE,-4808.743178823034,34255.48635764607
11,20,pmc_nn,forrest,0.02103857727482046,SMOOTH_PHATE,-5489.706548435915,37425.41309687183
12,20,pmc_nn,forrest,0.07100306978010104,SMOOTH_PHATE,-5377.600714570252,37201.201429140514
13,20,pmc_nn,forrest,0.10762616903015763,SMOOTH_PHATE,-5162.705291618422,31539.410583236844
0,16,high_Visual,sherlock,0.09588603229457797,TSNE,-2858.2137217130794,6512.427443426159
1,16,high_Visual,sherlock,0.09808175153388207,TSNE,-2838.356810988841,6640.713621977683
