,subject,ROI,dataset,avg_difference,embed_method,model_LogLikelihood,AIC
2,16,high_Visual,sherlock,0.5282698303385279,SMOOTH_PHATE,-2216.920847377337,5397.841694754674
3,16,high_Visual,sherlock,0.5770797978015443,SMOOTH_PHATE,-744.8471808714697,2543.69436174294
4,16,high_Visual,sherlock,0.2858916074419845,SMOOTH_PHATE,-2299.846430935683,5563.692861871366
5,16,high_Visual,sherlock,0.4241059399008712,SMOOTH_PHATE,-2308.6998975887304,5413.399795177461
6,16,high_Visual,sherlock,0.4325567185967361,SMOOTH_PHATE,-994.9784742161014,3043.956948432203
7,16,high_Visual,sherlock,0.5196972262433237,SMOOTH_PHATE,-1758.9766609368505,4395.9533218737015
8,16,high_Visual,sherlock,0.4578615288960581,SMOOTH_PHATE,-2241.8881421268734,5447.776284253747
9,16,high_Visual,sherlock,0.5448368496092644,SMOOTH_PHATE,-1798.0069884803665,4650.013976960733
10,16,high_Visual,sherlock,0.29288542874752505,SMOOTH_PHATE,-2328.482764338074,5710.965528676147
11,16,high_Visual,sherlock,0.20420431201237305,SMOOTH_PHATE,-2568.671271654536,6101.342543309072
12,16,high_Visual,sherlock,0.4544123355029001,SMOOTH_PHATE,-2330.1614623300393,5456.322924660079
13,16,high_Visual,sherlock,0.4891647754413202,SMOOTH_PHATE,-114.39561203594357,1282.7912240718872
14,16,high_Visual,sherlock,0.3991234712060124,SMOOTH_PHATE,-1908.748442833426,4781.496885666852
15,16,high_Visual,sherlock,0.4161534761623849,SMOOTH_PHATE,-2130.0523361061623,5138.104672212325
0,16,early_visual,sherlock,0.6078269574350268,TPHATE,-1842.5992856709624,8289.198571341924
1,16,early_visual,sherlock,0.5486158351429277,TPHATE,-2175.3324838277563,8578.664967655513
2,16,early_visual,sherlock,0.3950644350971494,TPHATE,-2358.337250605911,9320.674501211824
3,16,early_visual,sherlock,0.4202218913298232,TPHATE,-2298.2345368707033,8824.469073741406
4,16,early_visual,sherlock,0.4085590892973392,TPHATE,-2224.255738061708,8494.511476123416
5,16,early_visual,sherlock,0.4964496624124382,TPHATE,-2169.124448394697,9334.248896789395
6,16,early_visual,sherlock,0.41866144706970215,TPHATE,-2091.6399129956008,8597.279825991202
7,16,early_visual,sherlock,0.6170456383619528,TPHATE,-1925.6839298114317,8455.367859622864
8,16,early_visual,sherlock,0.4917966500603865,TPHATE,-2308.25172845282,9414.50345690564
9,16,early_visual,sherlock,0.4746706849566536,TPHATE,-2280.4877755030648,8788.97555100613
10,16,early_visual,sherlock,0.5721817127583534,TPHATE,-2154.821393813781,8913.642787627563
11,16,early_visual,sherlock,0.44442234657941343,TPHATE,-1816.1709467333685,8046.341893466737
12,16,early_visual,sherlock,0.4596460296334186,TPHATE,-2386.4518060447713,8640.903612089543
13,16,early_visual,sherlock,0.7565321173895208,TPHATE,-1663.9935973535198,8525.98719470704
14,16,early_visual,sherlock,0.4963285492028606,TPHATE,-1903.2512826115703,8034.5025652231425
15,16,early_visual,sherlock,0.6191241936523452,TPHATE,-1834.0745045826102,7536.149009165219
0,16,high_Visual,sherlock,0.05735271533652221,PCA,-2917.4903392902656,6630.980678580531
1,16,high_Visual,sherlock,0.09964228441695594,PCA,-2870.6013987512874,6705.202797502575
2,16,high_Visual,sherlock,0.08753842455605355,PCA,-2867.0678403224492,6698.1356806448985
3,16,high_Visual,sherlock,0.1085224005703431,PCA,-2774.541059712837,6603.082119425672
4,16,high_Visual,sherlock,0.0805722788115879,PCA,-2855.614823385611,6675.229646771222
5,16,high_Visual,sherlock,0.07460323610024293,PCA,-2916.557039159313,6629.114078318626
6,16,high_Visual,sherlock,0.1781724845311386,PCA,-2674.0250805367364,6402.050161073473
7,16,high_Visual,sherlock,0.07681732948566382,PCA,-2905.0659590576197,6688.131918115239
8,16,high_Visual,sherlock,0.06321853675943752,PCA,-2907.4121425371904,6778.824285074381
9,16,high_Visual,sherlock,0.08301608913827767,PCA,-2895.786130730317,6845.572261460635
10,16,high_Visual,sherlock,0.06336245639698676,PCA,-2887.858014519876,6829.7160290397505
11,16,high_Visual,sherlock,0.05141289077290098,PCA,-2922.1186481133313,6808.237296226663
12,16,high_Visual,sherlock,0.07490760496518606,PCA,-2903.662964887821,6603.325929775643
13,16,high_Visual,sherlock,0.18848405475117952,PCA,-2703.745737919686,6461.4914758393725
14,16,high_Visual,sherlock,0.10717742947451292,PCA,-2810.7999456788434,6585.599891357687
15,16,high_Visual,sherlock,0.1014999994932866,PCA,-2896.353472951842,6670.706945903684
0,16,pmc_nn,sherlock,0.04661163482248516,UMAP,-2483.949211130473,6315.898422260947
1,16,pmc_nn,sherlock,0.09425271819916793,UMAP,-2265.700979047809,5585.4019580956165
2,16,pmc_nn,sherlock,0.005740166402804367,UMAP,-2727.2518838706746,6418.503767741349
3,16,pmc_nn,sherlock,0.061832248732603484,UMAP,-2647.4557178214545,6540.911435642909
4,16,pmc_nn,sherlock,-0.009660323873399018,UMAP,-3733.4712629829305,8614.94252596586
5,16,pmc_nn,sherlock,0.046058594065278055,UMAP,-2284.756430248641,6023.5128604972815
6,16,pmc_nn,sherlock,0.11757989556431525,UMAP,-2509.716934302683,6167.433868605366
7,16,pmc_nn,sherlock,0.06109889580619859,UMAP,-2392.4678166339754,6132.935633267951
8,16,pmc_nn,sherlock,0.01712066464387323,UMAP,-2135.065615139752,5418.131230279504
9,16,pmc_nn,sherlock,0.0202658603601248,UMAP,-2255.6522645958607,5965.3045291917215
10,16,pmc_nn,sherlock,0.11382716329622378,UMAP,-2736.2758502448473,6620.551700489694
11,16,pmc_nn,sherlock,0.07338322798136597,UMAP,-2465.0520173897853,6176.1040347795715
12,16,pmc_nn,sherlock,0.049716238353073684,UMAP,-2214.139880032972,5674.279760065943
13,16,pmc_nn,sherlock,0.00679147108471264,UMAP,-3349.514712778679,7945.029425557358
14,16,pmc_nn,sherlock,0.06472803983727489,UMAP,-2339.584474899895,5827.16894979979
15,16,pmc_nn,sherlock,0.12199563702232832,UMAP,-2599.044621420133,6346.089242840266
0,20,high_Visual,forrest,0.040025492716623166,ISOMAP,-5425.2792112899,20646.5584225798
1,20,high_Visual,forrest,0.04067689854649479,ISOMAP,-5409.600758748065,20063.20151749613
2,20,high_Visual,forrest,0.03481210941935989,ISOMAP,-5442.584140008211,22131.16828001642
3,20,high_Visual,forrest,0.011129917245487718,ISOMAP,-4276.77873110669,19799.557462213383
4,20,high_Visual,forrest,0.04324623633566503,ISOMAP,-5390.094300339051,20024.188600678102
5,20,high_Visual,forrest,0.03707050792015551,ISOMAP,-5411.429040934456,20900.858081868908
6,20,high_Visual,forrest,0.035186713664079265,ISOMAP,-5414.342236050689,20346.68447210138
7,20,high_Visual,forrest,0.04545942977428375,ISOMAP,-5387.048982505808,21138.09796501161
8,20,high_Visual,forrest,0.013969646054978493,ISOMAP,-5430.809841663254,21515.619683326502
9,20,high_Visual,forrest,0.05030364342099505,ISOMAP,-5394.244139089001,20584.488278178003
10,20,high_Visual,forrest,0.03568082086372177,ISOMAP,-5440.530190160754,19855.060380321505
11,20,high_Visual,forrest,0.01115175346534262,ISOMAP,-4869.848500527427,20103.69700105485
12,20,high_Visual,forrest,0.025474114882410977,ISOMAP,-5440.868690179054,20399.737380358107
13,20,high_Visual,forrest,0.04928402414072162,ISOMAP,-5401.062146711836,21166.124293423672
0,16,early_visual,sherlock,0.19012128728637345,LLE,-2727.3416272516297,10058.68325450326
1,16,early_visual,sherlock,0.1098174061032478,LLE,-2485.7288246418093,9199.45764928362
2,16,early_visual,sherlock,0.17921631716273093,LLE,-2750.2914908325633,10104.582981665128
3,16,early_visual,sherlock,0.20642516757400986,LLE,-2749.773232397427,9727.546464794854
4,16,early_visual,sherlock,0.1918683601820717,LLE,-2790.872069155838,9627.744138311677
5,16,early_visual,sherlock,0.17068168448688667,LLE,-2687.820470708711,10371.64094141742
6,16,early_visual,sherlock,0.19417390596223505,LLE,-2700.7846845209083,9815.569369041816
7,16,early_visual,sherlock,0.12673824860552124,LLE,-2761.571514342464,10127.143028684928
8,16,early_visual,sherlock,0.15822118046021466,LLE,-2760.918233997865,10319.83646799573
9,16,early_visual,sherlock,0.11357367171205728,LLE,-2774.5175085587794,9777.03501711756
10,16,early_visual,sherlock,0.068098095290946,LLE,-2802.608480198081,10209.216960396165
11,16,early_visual,sherlock,0.18003068213530546,LLE,-2768.751887076422,9951.503774152845
12,16,early_visual,sherlock,0.07960533367946575,LLE,-2748.921882164779,9365.843764329558
13,16,early_visual,sherlock,0.10479143537515433,LLE,-2750.698020801547,10699.396041603095
14,16,early_visual,sherlock,0.21384408618698156,LLE,-2637.207804374159,9502.415608748315
15,16,early_visual,sherlock,0.112709814053375,LLE,-2807.2523476968813,9482.504695393762
0,16,pmc_nn,sherlock,0.10737085371379727,ISOMAP,-2831.9844165701106,7011.968833140221
1,16,pmc_nn,sherlock,0.06921975190832026,ISOMAP,-2861.997987260877,6777.995974521754
2,16,pmc_nn,sherlock,0.08631237173086767,ISOMAP,-2846.593721935579,6657.187443871158
3,16,pmc_nn,sherlock,0.11780649032789772,ISOMAP,-2846.153760897585,6938.307521795171
4,16,pmc_nn,sherlock,0.08999614853102919,ISOMAP,-2884.049689381563,6916.099378763126
5,16,pmc_nn,sherlock,0.10595863126789563,ISOMAP,-2841.187144058866,7136.374288117732
6,16,pmc_nn,sherlock,0.09532775785219053,ISOMAP,-2789.881677478298,6727.763354956596
7,16,pmc_nn,sherlock,0.12645653145997718,ISOMAP,-2828.523011729061,7005.046023458121
8,16,pmc_nn,sherlock,0.10295765965762653,ISOMAP,-2830.545159683794,6809.090319367588
9,16,pmc_nn,sherlock,0.11059266710069696,ISOMAP,-2889.9118243596317,7233.823648719262
10,16,pmc_nn,sherlock,0.09510409768775524,ISOMAP,-2865.9732294555147,6879.946458911029
11,16,pmc_nn,sherlock,0.10018039141229992,ISOMAP,-2859.6179028177116,6965.235805635423
12,16,pmc_nn,sherlock,0.07893471400120619,ISOMAP,-2887.3402067928528,7020.6804135857055
13,16,pmc_nn,sherlock,0.11410662691982035,ISOMAP,-2820.6104611627434,6887.220922325487
14,16,pmc_nn,sherlock,0.12779615306519435,ISOMAP,-2825.4758488252587,6798.951697650517
15,16,pmc_nn,sherlock,0.06933970448994081,ISOMAP,-2900.314201255664,6948.628402511327
0,20,pmc_nn,forrest,0.04198839259992579,UMAP,-5323.6484990914505,35731.2969981829
1,20,pmc_nn,forrest,0.08511731310502181,UMAP,-5319.906032906949,37085.81206581389
2,20,pmc_nn,forrest,0.023114384591365902,UMAP,-5469.098728486779,33832.19745697356
3,20,pmc_nn,forrest,0.01780910048828912,UMAP,-5311.340925101786,35706.681850203575
4,20,pmc_nn,forrest,0.04322942170149949,UMAP,-5295.936612896808,37037.87322579361
5,20,pmc_nn,forrest,0.04013767749041515,UMAP,-5279.160612442117,34754.32122488423
6,20,pmc_nn,forrest,0.047661619639686716,UMAP,-5327.97397584196,33549.94795168392
7,20,pmc_nn,forrest,0.05472089542102212,UMAP,-5200.181460903379,34158.362921806765
8,20,pmc_nn,forrest,0.0398896321169402,UMAP,-5206.845206175784,34609.69041235157
9,20,pmc_nn,forrest,0.02225051736963847,UMAP,-5109.595680399519,35753.191360799035
10,20,pmc_nn,forrest,0.016323333696178666,UMAP,-4936.868545568811,34511.73709113762
11,20,pmc_nn,forrest,0.04288299084807054,UMAP,-5400.2841423460495,37246.5682846921
12,20,pmc_nn,forrest,0.03819762548064853,UMAP,-5053.200545721566,36552.401091443135
13,20,pmc_nn,forrest,0.04889553880722478,UMAP,-5217.311022135866,31648.622044271735
0,20,aud_early,forrest,0.020197204775257386,ISOMAP,-5442.178231358783,20962.35646271757
1,20,aud_early,forrest,0.03633634533662315,ISOMAP,-5288.235651207414,20940.471302414833
2,20,aud_early,forrest,0.011420879418343294,ISOMAP,-4982.509998733354,21819.01999746671
3,20,aud_early,forrest,0.003887072857172,ISOMAP,-4782.184285236428,21112.368570472856
4,20,aud_early,forrest,0.05126385075472915,ISOMAP,-5344.225684248148,21636.45136849629
5,20,aud_early,forrest,0.038097570625333935,ISOMAP,-5412.207158790069,21478.414317580136
6,20,aud_early,forrest,0.04775932540565712,ISOMAP,-5390.680864034305,22635.36172806861
7,20,aud_early,forrest,0.04007432592094889,ISOMAP,-5432.771808963842,22719.543617927684
8,20,aud_early,forrest,0.0494319809987501,ISOMAP,-5367.570752050036,20813.141504100076
9,20,aud_early,forrest,0.041268700966122486,ISOMAP,-5422.37587126232,21498.75174252464
10,20,aud_early,forrest,0.03642855363915271,ISOMAP,-5424.155918715213,21796.311837430425
11,20,aud_early,forrest,0.03701792661700189,ISOMAP,-4330.368170104599,20824.736340209198
12,20,aud_early,forrest,0.030078130379214495,ISOMAP,-5441.233118099537,22128.466236199078
13,20,aud_early,forrest,0.03956642662715405,ISOMAP,-5421.381925037083,21790.763850074167
0,16,pmc_nn,sherlock,0.10348923754405616,LLE,-2772.46965420264,6892.93930840528
1,16,pmc_nn,sherlock,0.0846572243822928,LLE,-2834.269077384339,6722.538154768678
2,16,pmc_nn,sherlock,0.07342157552627393,LLE,-2835.67206650697,6635.34413301394
3,16,pmc_nn,sherlock,0.09724488282106844,LLE,-2855.435100650009,6956.870201300018
4,16,pmc_nn,sherlock,0.041636349517293864,LLE,-2798.7125771125593,6745.425154225119
5,16,pmc_nn,sherlock,0.0630965542070216,LLE,-2839.727434577068,7133.454869154136
6,16,pmc_nn,sherlock,0.14902583114772264,LLE,-2719.554007967717,6587.108015935433
7,16,pmc_nn,sherlock,0.06781937491115939,LLE,-2886.8279616912005,7121.655923382401
8,16,pmc_nn,sherlock,0.07530125348824374,LLE,-2810.8101720484124,6769.620344096825
9,16,pmc_nn,sherlock,0.12837337752984812,LLE,-2871.811592245893,7197.623184491786
10,16,pmc_nn,sherlock,0.07050652877619691,LLE,-2882.482275067125,6912.96455013425
11,16,pmc_nn,sherlock,0.08907267446307576,LLE,-2826.9218002711,6899.8436005422
12,16,pmc_nn,sherlock,0.0030788438062017576,LLE,-3452.7472343568347,8151.494468713667
13,16,pmc_nn,sherlock,0.03741587136071016,LLE,-2971.4869953109924,7188.973990621985
14,16,pmc_nn,sherlock,0.07436224696192538,LLE,-2744.6826469047705,6637.365293809541
15,16,pmc_nn,sherlock,0.040699383090048384,LLE,-2898.5837104820453,6945.16742096409
0,20,high_Visual,forrest,0.05204776678176856,PCA,-5402.534154541835,20601.06830908367
1,20,high_Visual,forrest,0.043137210773385865,PCA,-5387.590910066393,20019.181820132784
2,20,high_Visual,forrest,0.05213006178790061,PCA,-5373.493053492608,21992.986106985216
3,20,high_Visual,forrest,0.037332591870663435,PCA,-5415.135061431454,22076.27012286291
4,20,high_Visual,forrest,0.05883341336309701,PCA,-5338.65569198908,19921.311383978158
5,20,high_Visual,forrest,0.06141514404987025,PCA,-5380.983637385051,20839.967274770104
6,20,high_Visual,forrest,0.06291818409639048,PCA,-5374.290695620602,20266.5813912412
7,20,high_Visual,forrest,0.05333794247773504,PCA,-5385.8713578597935,21135.74271571959
8,20,high_Visual,forrest,0.06522185626920739,PCA,-5357.132499478505,21368.264998957013
9,20,high_Visual,forrest,0.05842584902405744,PCA,-5342.940770255638,20481.88154051128
10,20,high_Visual,forrest,0.05437821635825315,PCA,-5362.466604952399,19698.9332099048
11,20,high_Visual,forrest,0.04025537141942248,PCA,-5390.070570189544,21144.141140379088
12,20,high_Visual,forrest,0.03801233399876794,PCA,-5396.9103424661735,20311.820684932347
13,20,high_Visual,forrest,0.06171971560897858,PCA,-5355.17400529446,21074.34801058892
0,16,early_visual,sherlock,0.08868586941836218,PHATE_TIME,2300.809497920795,2.381004158410178
1,16,early_visual,sherlock,0.14913314481077036,PHATE_TIME,2311.419534493186,-394.83906898637184
2,16,early_visual,sherlock,0.1792509098242744,PHATE_TIME,2378.5837699100957,-153.1675398201905
3,16,early_visual,sherlock,0.2159253127331948,PHATE_TIME,1951.0494354571601,325.9011290856802
4,16,early_visual,sherlock,0.23244086331897484,PHATE_TIME,2437.459416865268,-828.9188337305359
5,16,early_visual,sherlock,0.05542814849002529,PHATE_TIME,2340.420592670997,315.15881465800516
6,16,early_visual,sherlock,0.1910106268060792,PHATE_TIME,911.175244493812,2591.649511012376
7,16,early_visual,sherlock,0.11080970146642186,PHATE_TIME,1839.1219711488156,925.7560577023693
8,16,early_visual,sherlock,0.049037768713087335,PHATE_TIME,2439.9441903143684,-81.88838062873674
9,16,early_visual,sherlock,0.10328221246437452,PHATE_TIME,1807.9687886453714,612.0624227092577
10,16,early_visual,sherlock,0.13230255120339876,PHATE_TIME,2954.13078516632,-1304.2615703326394
11,16,early_visual,sherlock,0.208194861005496,PHATE_TIME,1980.1493158157,453.7013683686
12,16,early_visual,sherlock,0.20696435949103686,PHATE_TIME,2475.559521135697,-1083.1190422713944
13,16,early_visual,sherlock,0.061482695114687236,PHATE_TIME,2733.075111012765,-268.15022202552973
14,16,early_visual,sherlock,0.25709998530325656,PHATE_TIME,815.1650498744783,2597.669900251043
15,16,early_visual,sherlock,0.06778974094897756,PHATE_TIME,1564.7035604317934,738.5928791364131
0,16,pmc_nn,sherlock,0.17324049698977187,PHATE,-2772.4256973809856,6892.851394761971
1,16,pmc_nn,sherlock,0.07395533902605858,PHATE,-2860.989934571947,6775.979869143894
2,16,pmc_nn,sherlock,0.054203672636817815,PHATE,-2886.382195294045,6736.76439058809
3,16,pmc_nn,sherlock,0.14910776150658986,PHATE,-2846.0876254261066,6938.175250852213
4,16,pmc_nn,sherlock,0.06844824243089613,PHATE,-2851.745407027843,6851.4908140556845
5,16,pmc_nn,sherlock,0.11713917638494653,PHATE,-2812.96136151765,7079.9227230353
6,16,pmc_nn,sherlock,0.12740215460584686,PHATE,-2760.86519591735,6669.7303918347
7,16,pmc_nn,sherlock,0.12676031069625174,PHATE,-2827.038370491907,7002.0767409838145
8,16,pmc_nn,sherlock,0.0687476168833217,PHATE,-2842.432498474428,6832.864996948856
9,16,pmc_nn,sherlock,0.07062218882176212,PHATE,-2915.995348233319,7285.990696466638
10,16,pmc_nn,sherlock,0.09830429796641307,PHATE,-2851.7713510628278,6851.5427021256555
11,16,pmc_nn,sherlock,0.07842806729222586,PHATE,-2881.999984122475,7009.99996824495
12,16,pmc_nn,sherlock,0.07184785373134231,PHATE,-2890.597867714446,7027.195735428892
13,16,pmc_nn,sherlock,0.10129690800141868,PHATE,-2838.562528652835,6923.12505730567
14,16,pmc_nn,sherlock,0.09681215751200507,PHATE,-2816.0207467307623,6780.041493461525
15,16,pmc_nn,sherlock,0.062210532294162735,PHATE,-2907.072414292458,6962.144828584916
0,16,aud_early,sherlock,0.3558096071227324,TPHATE,-1214.7507941990516,3147.501588398103
1,16,aud_early,sherlock,0.36407255549631495,TPHATE,-2336.995432860629,5391.990865721259
2,16,aud_early,sherlock,0.518660606807422,TPHATE,-1424.4099344331164,3566.819868866233
3,16,aud_early,sherlock,0.337683311698227,TPHATE,-1093.5850027589913,2905.1700055179826
4,16,aud_early,sherlock,0.3957288842170897,TPHATE,-2069.25933644255,4856.5186728851
5,16,aud_early,sherlock,0.4372228027555911,TPHATE,-1783.0192972976795,4284.0385945953585
6,16,aud_early,sherlock,0.6266487213515023,TPHATE,-347.56260855192755,1413.125217103855
7,16,aud_early,sherlock,0.4975136489811905,TPHATE,-2051.3332396304013,4746.6664792608035
8,16,aud_early,sherlock,0.36214561279484175,TPHATE,-2236.395756443571,5268.791512887142
9,16,aud_early,sherlock,0.4563632526165081,TPHATE,-998.7298960605272,2875.4597921210548
10,16,aud_early,sherlock,0.3382679078096791,TPHATE,-2331.487577808618,5458.975155617236
11,16,aud_early,sherlock,0.30663967555525057,TPHATE,-2322.8603333858578,5289.7206667717155
12,16,aud_early,sherlock,0.2947115155234669,TPHATE,-2380.413822770634,5404.827645541268
13,16,aud_early,sherlock,0.2354691145026924,TPHATE,-1142.5556400119046,3003.1112800238093
14,16,aud_early,sherlock,0.461317318606489,TPHATE,-1661.2475463191852,4040.49509263837
15,16,aud_early,sherlock,0.34130269106827704,TPHATE,-2281.4129656254768,5206.8259312509535
0,20,pmc_nn,forrest,0.026903538458092083,ISOMAP,-5495.907685561328,36075.815371122655
1,20,pmc_nn,forrest,0.05100302999052883,ISOMAP,-5431.717160408691,37309.43432081738
2,20,pmc_nn,forrest,0.018504243880280224,ISOMAP,-5503.818006992646,33901.63601398529
3,20,pmc_nn,forrest,0.027311408092280883,ISOMAP,-5485.789926104455,36055.57985220891
4,20,pmc_nn,forrest,0.028531745156742738,ISOMAP,-5471.103108382038,37388.20621676408
5,20,pmc_nn,forrest,0.04726987371354106,ISOMAP,-5419.5192128673525,35035.0384257347
6,20,pmc_nn,forrest,0.03631353562816303,ISOMAP,-5450.7053269484995,33795.410653897
7,20,pmc_nn,forrest,0.05656224467344724,ISOMAP,-5406.558637713205,34571.11727542641
8,20,pmc_nn,forrest,0.052045783051852784,ISOMAP,-5414.075391323633,35024.150782647266
9,20,pmc_nn,forrest,0.03929219241462309,ISOMAP,-5476.124674271152,36486.249348542304
10,20,pmc_nn,forrest,0.038562784048984514,ISOMAP,-5454.202334543385,35546.40466908677
11,20,pmc_nn,forrest,0.031694186171145014,ISOMAP,-5469.22020357262,37384.44040714524
12,20,pmc_nn,forrest,0.028871203496311157,ISOMAP,-5481.032835877172,37408.065671754346
13,20,pmc_nn,forrest,0.053926868696264736,ISOMAP,-5418.5713808534865,32051.142761706968
0,16,high_Visual,sherlock,0.04781434021039056,UMAP,-2007.0381521236027,4810.076304247205
1,16,high_Visual,sherlock,0.0006949992027977257,UMAP,-2015.2723692059405,4994.544738411882
2,16,high_Visual,sherlock,0.1366302859726787,UMAP,-2818.7566929301947,6601.5133858603895
3,16,high_Visual,sherlock,0.08450699387351665,UMAP,-2196.9607359491188,5447.9214718982375
4,16,high_Visual,sherlock,0.04096130300859584,UMAP,-1977.9770638946127,4919.954127789226
5,16,high_Visual,sherlock,0.09367662348752573,UMAP,-2626.2249259584314,6048.449851916863
6,16,high_Visual,sherlock,0.0959862176977683,UMAP,-1897.1557661378592,4848.311532275719
7,16,high_Visual,sherlock,0.05233729421332989,UMAP,-2793.373910415371,6464.747820830742
8,16,high_Visual,sherlock,0.07916544489506296,UMAP,-2883.989163888995,6731.97832777799
9,16,high_Visual,sherlock,0.055125737451964814,UMAP,-2184.759606487624,5423.519212975248
10,16,high_Visual,sherlock,0.033249099632183525,UMAP,-2310.886488053541,5675.772976107082
11,16,high_Visual,sherlock,0.0880475234540097,UMAP,-2756.202096426983,6476.404192853966
12,16,high_Visual,sherlock,-0.005355065550060283,UMAP,-2158.7028611446044,5113.405722289209
13,16,high_Visual,sherlock,0.132456329398303,UMAP,-2207.442170958763,5468.884341917526
14,16,high_Visual,sherlock,0.03749450061184748,UMAP,-2254.3452438569125,5472.690487713825
15,16,high_Visual,sherlock,0.014614273197592403,UMAP,-1948.2184070876744,4774.4368141753475
0,16,early_visual,sherlock,0.16223706570677804,PHATE,-2774.3124565267603,10152.62491305352
1,16,early_visual,sherlock,0.13645304880299935,PHATE,-2720.307024811132,9668.614049622265
2,16,early_visual,sherlock,0.14772334598351325,PHATE,-2762.9353945901817,10129.870789180364
3,16,early_visual,sherlock,0.18027330607994385,PHATE,-2747.517745933122,9723.035491866243
4,16,early_visual,sherlock,0.17655201962639228,PHATE,-2679.935598338533,9405.871196677066
5,16,early_visual,sherlock,0.18868707983164373,PHATE,-2684.2636931976763,10364.527386395352
6,16,early_visual,sherlock,0.1829862672037917,PHATE,-2680.365720989658,9774.731441979317
7,16,early_visual,sherlock,0.21323434962171392,PHATE,-2730.387957251214,10064.775914502428
8,16,early_visual,sherlock,0.1496308995348832,PHATE,-2775.120640910687,10348.241281821374
9,16,early_visual,sherlock,0.13943709381943706,PHATE,-2765.33531676435,9758.6706335287
10,16,early_visual,sherlock,0.13705927944246798,PHATE,-2787.550264608814,10179.100529217629
11,16,early_visual,sherlock,0.14076343513801504,PHATE,-2839.1019435950316,10092.203887190062
12,16,early_visual,sherlock,0.14290433278716436,PHATE,-2804.4315982387325,9476.863196477465
13,16,early_visual,sherlock,0.08946924692856388,PHATE,-2818.693109200185,10835.38621840037
14,16,early_visual,sherlock,0.2208076191774988,PHATE,-2679.046387451816,9586.092774903631
15,16,early_visual,sherlock,0.15523886077162422,PHATE,-2799.186820787843,9466.373641575688
0,20,pmc_nn,forrest,0.019047729987763544,LLE,-5452.57754707015,35989.1550941403
1,20,pmc_nn,forrest,0.029327370110471505,LLE,-5441.033305631062,37328.066611262126
2,20,pmc_nn,forrest,0.017154417324255662,LLE,-5463.9344880620565,33821.86897612411
3,20,pmc_nn,forrest,-0.0010771533563038106,LLE,-5022.135131021903,35128.270262043814
4,20,pmc_nn,forrest,0.0050712454695249105,LLE,-5417.581462226818,37281.16292445364
5,20,pmc_nn,forrest,0.04011597022463235,LLE,-5416.029092354502,35028.058184709014
6,20,pmc_nn,forrest,0.03312614956345822,LLE,-5401.658308994759,33697.31661798952
7,20,pmc_nn,forrest,0.043679482158748915,LLE,-5336.65723902726,34431.31447805452
8,20,pmc_nn,forrest,0.03917831397600262,LLE,-5308.985144946911,34813.97028989382
9,20,pmc_nn,forrest,0.03331486064356403,LLE,-5429.205651463958,36392.41130292792
10,20,pmc_nn,forrest,0.04479544436419963,LLE,-5413.042135537563,35464.084271075124
11,20,pmc_nn,forrest,0.003521017550637144,LLE,-5560.835249365966,37567.67049873193
12,20,pmc_nn,forrest,0.0151443057727166,LLE,-5400.4577857527065,37246.915571505415
13,20,pmc_nn,forrest,0.0363623734707606,LLE,-5441.222141783729,32096.444283567456
